,Unnamed: 0,tweeet,Sentimiento,Ponderacion
12454,12454,"With % scrutinized, Narciso Michavila, who is not precisely podemite, already said this.

The trend was clear and crystalline, those who want to see ghosts and conspiracies there. #LULA PRESIDENT #BOLSONARONUNCAMAIS ",negativo,-0.0499999999999999
12456,12456,ð No more conspiracies! Hitler definitely died in  according to an analysis of his teeth ,negativo,-0.15625
12458,12458,Sicparv I don't believe in Sorry XD conspiracies,negativo,-0.5
12459,12459,"The truth, one is remiss to believe in conspiracies, but it is difficult to understand that a penalty as clear as yesterday is not revised by the VAR. That neither the game stopped to look at him. It's not understood",negativo,-0.2666666666666666
12466,12466,"People no longer swallow with the masks and gel boats are ornament, citizens have forgotten the Covid, they have to continue.

Do not blame it to intrinsic evil or conspiracies, if not to personal and partisan economic interests.",negativo,-0.2666666666666666
12469,12469,"mauricio_ojeded when corruption, evil and fallacy of Wueolsonaro won at that time Poor Brazil, now he returns to the paths of truth and the reunion of a nation with his people, the conspiracies to kill and imprison innocent, Here the fallacies fall.",negativo,-0.3
12471,12471,"Robinlawley arturogaseoso is that there was no alternative. The right must urgently review its weakness with the peoples. They failed to re -election Trump, Macri, Duke and now Bolsonaro. Boric beat Kast in Chile and Castillo to Fujimori in Peru. Arce the AÃ±ez in Bolivia .. they should reassess their conspiracies.",negativo,-0.1071428571428571
12472,12472,"They govern super bad, but the explanation of their defeat at the polls are elaborated and truculent conspiracies, and the indoctrinated ones are the others, in short the liberal right",negativo,-0.0202380952380952
12475,12475,Isabellhdz I believe in conspiracies. How is it possible that people vote for candidates who have been imprisoned or owe to justice? . It's not coherent.,negativo,-0.125
12477,12477,TheInsiderPaper what could possibly go wrong,negativo,-0.5
12479,12479,"NeedForspeak I lean that it is % of bad luck and % that this season's Renault engine will have some lubrication failure.

There are $ at stake, so I don't believe in conspiracies. ",negativo,-0.5083333333333333
12482,12482,"Harryelsocio I am not much of conspiracies, but I see China's hand behind what is happening in Latin America. He only resists, for the moment, Ecuador",negativo,-0.1666666666666666
12486,12486,"juarmata chemadepablo atleti and so much, the piece of subnormal has blocked me. He paints his face a team shit like CÃ¡diz and starts to cry here talking about arbitration conspiracies. To suck it.",negativo,-0.1999999999999999
12488,12488,ð No more conspiracies! Hitler definitely died in  according to an analysis of his teeth ,negativo,-0.15625
12490,12490,ranquilitoh teamansufati The barsa wins leagues for merits and loses them because it is prepared? Why don't you talk about football instead of conspiracies? Of the Barsa game and not the scales?,negativo,-0.1333333333333333
12491,12491,"Donrealmadridcf and XK Cojones do we have to compare ourselves with BarÃ§a? These shit are the ridicors that clowns do like jota or tristobal soria, merengues have more class.

 It was a goal and period, there is no k compared with mediocre teams. It was a bad arbitration, there are no conspiracies",negativo,-0.2249999999999999
12492,12492,"Luceroverde_ LDPSIncomplejos beyond conspiracies, you have to understand how Bolsonaro has made a government so ridiculous that  years later voters decide to choose who they used to hate",negativo,-0.3777777777777777
12494,12494,"chemadepablo franomega When football enters through the door, common sense goes out the window. And with her and conspiracies and others also leaves credibility ...",negativo,-0.3
12496,12496,"related to -HH. You just have to remember its career based on falsehoods and Lawfare against D. Madrid, who for Aznar was illegitimate, despite having won the elections. Q (unknown) Anon (Anonymous) is the conspiracy conspiracy in search of an alleged ârevelationâ )",negativo,-0.0666666666666666
12497,12497,ð No more conspiracies! Hitler definitely died in  according to an analysis of his teeth ,negativo,-0.15625
12498,12498,"marin_blazquez I think the matter is deeper (and worrying): politics has become a technical work, far from what it was, a humanistic knowledge.
Everything is consumed in short -term tasks that fill the day of bagatels and exhausting conspiracies.",negativo,-0.075
12502,12502,"It was not a good idea to see videos of explorations, conspiracies, theories of the universe and premonitory dreams in the early hours of October 

#Happyhalloween",negativo,-0.1249999999999999
12505,12505,Aricdanielc smairata Arena is that it is fine to tell him an idiot. The dad leaves a huge void for his idiocy to believe in silly conspiracies.,negativo,-0.1566666666666666
12508,12508,ð No more conspiracies! Hitler definitely died in  according to an analysis of his teeth ,negativo,-0.15625
12509,12509,"When you want to talk about deep things (conspiracies, energy, UFO, worlds, etc ...)
And you don't have who.
 So closed you can come back that you look like a social anti - but you are expanded x",negativo,-0.0166666666666666
12510,12510,"reynaldolpeztv Hernangomezb lulaoficial must be horrible to support a president who legislates in favor of militarization. That insults opponents, who speaks of ""conspiracies"" against him, who does not believe in science.

With how easy it is to be congruent.",negativo,-0.2833333333333333
12512,12512,"ssrc life is simple, if you want to take with another tell me and we separate ez, fuck? Yes, but what do I do, it is not my decision but yours. But do not come with crying and conspiracies after eating half a football team, there I am going to send you to the MRD",negativo,-0.1916666666666666
12518,12518,"People who applaud a Military President, who attacks the press, who speaks of conspiracies, who does not believe in science, who attacks environmental activists and feminist protests say that his candidate was Lula.

I am a Fan. #ELEICAO ",negativo,-0.1
12522,12522,"Djmatus If you like we make a collection and we send it to the INE, poor people, they have no money and a damn government wants to intimidate, already do serious things invent conspiracies",negativo,-0.1777777777777777
12527,12527,"Bernysh jorge_gpa elchelis sick people who harm the heads of children who learn from football, always with their conspiracies and doubts, people's net",negativo,-0.3571428571428571
12531,12531,"Ralburquerque lulaoficial the right must urgently review its weakness with the peoples. They failed to re -election Trump, Macri, Duke and now Bolsonaro. Boric beat Kast in Chile and Castillo to Fujimori in Peru. Arce the AÃ±ez in Bolivia ... they should reassess their false conspiracies, they do not work.",negativo,-0.2047619047619047
12532,12532,"I am a very pragmatic man: I am agnostic, I do not believe in conspiracies and to believe in something I must have evidence. But ... once my whole belief base staggered for something that happened to me and I don't know how to explain.

Let's go with a #halloween mini thread",negativo,-0.1333333333333333
12533,12533,"The so -called right must urgently review your weakness with peoples. They failed to re -election Trump, Macri, Duke and now Bolsonaro. Boric beat Kast in Chile and Castillo to Fujimori in Peru. Arce the AÃ±ez in Bolivia ... they should reassess their conspiracies, they do not work.",negativo,-0.1071428571428571
